id,text,label,origin,type,language,split
en_3846,@USER___________ HAHAHAHA adderall and coffee = one HELL OF A RUSH!! #GOHARDYO!! I will supply you all the addys and snickers u need if it,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_16557,"@USER_____ I had ACT chemo and zoladex, radio surgery on both bone Mets, lumpectomy, breast rads, oophorectomy, now letrozole and ibrance and xgeva.  Probably something else too",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_17504,@USER________ @USER__________ am an lamotrigine av bin for long time is the levetricetan beta?,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_6362,i need some cymbalta,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_16685,"cough drops are mostly loaded with sugar. so after soothing your throat with a lozenge, be sure to brush well!",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_2423,#xfactor Laughing so much I'm reaching for the ventolin,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_8515,"Maverick Mom news:: Running=Prozac, Ritalin",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_2347,"@USER______ yes, been on Tysabri for 18mths. No new scars since. B4 that I was sliding into 2ndry progressive.",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_5419,@USER___ i took a temazepam to help me sleep too didnt work but i feel ahmazballs,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_11925,@USER_ @USER______  Looks interesting. I've been on Lacosamide for a year and so far the results are great.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_774,i really wish we had loperamide at home 😭,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_14951,@USER________ i needed vodka smokat and prozac to take it lool,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_16848,@USER______ read on @USER________ why we are leery of Exelon and their aged nuclear plants!,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_1396,#Tips. Sodium alendronate belongs to the subgroup of nitrogen-containing bisphosphonates; it acts as a potent inhibitor of osteoclast.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_1378,Today is brought to you by the letter S: Sushi Slurpee  Seroquel.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_16020,i took adderall to focus and work through this project instead every other thing is wayyy more worthy of my attention.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_15239,lemme been your fein and you'll be my nicotine.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_10855,"@USER______ @USER________ @USER_________ ah yes, I'm starting to think my paroxetine turns panic attacks into fat.",1.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_12152,"14th floor. oh, yars' revenge. also louie anderson and some indigo imodium ad.",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_3292,@USER_________ @USER___________ That Fosamax one had me ugly laughing.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_9434,Trazodone #disneyprincesshigh and im feelin.itttt,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_1574,@USER______ one dat Glaxo Smith Kline will be made to atone for their drug Seroxat/Paxil/Paroxatine.....or whatever they change the name to,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_13560,Is Crestor supposed to be some weird college these people went to? #Commercial #Cholesterol #Lamepic.twitter.com/gnR8kE0mCG,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_12571,rt @USER________: wake up  put on the same hoodie and sweatpants  lay on couch with phone  lay on bed with phone fall asleep repeat paxil®,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_123,“@USER________: @USER___ did you know cigarettes give you cancer ?”did you know nicotine calms you down,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_7045,which is the largest selling drug ..#Humira or #Lupitor?@USER_____,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_9627,"nicotine, caffeine and alcohol can only be my friend when loneliness",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_15396,Just got px with drug allergy with ciprofloxacin & levofloxacin hmm (•̪ - •̪)...,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_13049,“@USER______: @USER____ is it safe to use semtex with the bipolar medication Quetiapine? Xx”  recommend speaking with GP babes x,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_4159,"My Mom: Lyrica I Love that Pic U Posted On IG , take another one too A Prettier One... Me : Ummm mom Thanks  Lol",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_6997,"This is me having #Tysabri im sharing this to show that you can have #MS and still smile - be strong,its not the endpic.twitter.com/OM23Og5MUj",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_11542,@USER______ anything you can tell me about prozac?,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_12258,Dutasteride improves urinary symptoms & bone density in hypogonadal men with benign prostatic enlargement & low baseline testosterone. Study,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_2698,"This is the first time I've been on adderall in about 2 years. It makes me think of cool words, such as galvanic and exuberance",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_11632,day 46 without my tysabri infusion. i no longer believe in the american health care system or unicorns.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_16379,@USER______ have you looked into nuvaring or iuds?,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_16738,guys isnt it cymbalta? :/,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_1809,4 flu shots + 1 Zostavax before lunch = happy Kevin! #g493rocktheshot #NextPlease! @USER______ @USER_____ @USER___________,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_876,Took my last dose of Femara today.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_15392,Ann had a Tysabri infusion & an interview/medical with ATOS regarding DLA. Guess which experience was least joyful? HTTPURL______________,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_13276,3 months to think about if I want to go on meds for Ankylosing Spondylitis. Prev took Enbrel/methotrexate combo with no relief.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_12736,"Diclofenac at 150 mg/ day, is assoc. with an increased risk of serious CV AEs. Max recommended dose of systemic diclofenac is now 100 mg/d",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_17701,So tonight it's a full 10mg valium and a baclofen AND herbal medication. Maybe I won't care by the time they all hit.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_10742,Next match perebutan juara ke-3 Championship Division antara @USER________ vs @USER_______ #ChampionshipDivision #FinalLFM2014,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_13310,"@USER_______ it is vyvanse. and since you're being a little shit, you're getting a sack tap tomorrow in first hour",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_14467,@USER___ they are fantastic! Got me walking and 'normal' ish! Give it time tho took 2 months to fully work.Yay! Humira? Enbrel? Im on enbrel,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_6223,"spotlight UPDATE 3-AstraZeneca touts independence as Nexium drug keeps on giving: LONDON, Nov 6 (Reuters) - AstraZeneca, which saw of...",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_13464,"@USER_______ @USER________ ah, even though i was right about loperamide being synthetic, i was thinking of dxm and its rel'n to levorphanol",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_7291,"pretty sure that song's about a nuvaring rt @USER_____ baby, i can feel your halo.",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_6327,"Teratogenic drugs > major non-antibiotics in term TAP CAP Thalidomide Androgens Progestins Corticosteroids Aspirin & indomethacin Phenytoin""",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_6736,I wanna thank thotkolandis for bringing advair back into my life like whats an inhaler @USER______,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_16579,you know if i had a box full of paxil to chew up i could see this whole way of life being very pleasent,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_10833,"@USER_______ @USER__ Pity they didn't have a buprenorphine condition, but Canada, oddly, didn't allow its prescription at the time",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_3137,@USER________ @USER_______ I'd put Bachman on Seroquel. She needs to be tranquilized. Then add in some booze so her speech would slur.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_7389,I added a video to a @USER___ playlist HTTPURL________________ Dhain Mis Kore Chaid Ke Tamone Rate Mis Kore Sorgo Ke Tamone Mis Korben,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_17633,All this bath needs is a handful of prozac,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_6037,"just when i thought i couldn't like crestor any more they release the ""lowrider"" commercial",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_6512,Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_15190,"rt @USER_______: niacin, vyvanse, advil, sleeping pills, repeat. #druggedup",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_2013,"Geodon is an atypical antipsychotic - keep an eye out for sedation, falls, abnormal movements, orthostasis",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_16630,my moms on effexor...it all makes sense now,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_4102,i took some baclofen and i dont feel a little but drowsy! #wtf #backspasms,1.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_10461,@USER_ hahahahaa picture iwasui handing out condoms thinking its some kind of lozenge,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_10434,@USER______ @USER_________ i'm not watching the ff video the crestor doesn't get a hit but it sounds very disrespectful &amp; unnecessary,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_11476,@USER___________ @USER_ Should try some Fluoxetine Dan #psychology,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_14176,@USER____ i'm on paxil because of this.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_17518,Mimi needs some damn Prozac boyyyyy,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_2590,can't even take a seroquel cause i gotta wake up smfh,1.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_16169,this lozenge taste like steamed fish,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_4801,"@USER___________ right now, topiramate and fluoxetine",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_15777,LUNESTA IS $330??!! How in the hell do those a - holes sleep at ni... wait. Never mind.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_5405,Your OneL FDA report: The study also found an increased risk of major gastrointestinal bleeding with use of Pradaxa as compared to warfarin.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_5624,I have 4 vyvanse left. Wow.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_15189,@USER_______ it's a safe drug and used widely here on civilians under the brand names quetiapine and seroquel but i've never seen +700mg!,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_14398,The humira commercial scares me. That does not look moderate to severe,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_1045,"Why does the teen angst in The Cure songs make me want to shout, ""Go take a Prozac!"" Ohhhh I'm gettin old!!!",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_16297,so much for no nicotine withdrawal. think i've about pissed everyone off this week. #needacigarette,1.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_4488,50mg of vyvanse and a large hazelnut coffee from dd #breakfastofchampions,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_11083,@USER________ she just drank some water 3 hours ago. I had maybe 1/3 dose buprenorphine to give her so she's sleeping now.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_994,"#Crohns #patients relying on #Biologics like #Humira CAN b FINE. Just see me as the ""Cautionary Tale."" #Abbott must IMPROVE its #drug.",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_6617,@USER______ thank goodness i have lunesta,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_9089,@USER_______ at least mine has largely only been synthroid :),0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_16695,@USER_________ well I had 3 months off work at beginning of 2012 which lead to diagnosis. Since then I've taken mitazipine & quetiapine >,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_7552,No more embarrassment!! The Kamagra products containing 100mg of Sildenafil Citrate are world renowned for their degree of achievement.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_8790,"Perfect ""songs about fucking"" @USER________ good stuff on u-tube. leave it to the industry to force a commercial for Nexium prior #bastards",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_13060,"@USER_____ we can smell it here in miracle mile. i thought it was the tar pits, but i detected a hint of nicotine lozenge mint on the wind.",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_12455,@USER__________ same here!!! It was perfect timing too cause the song before it was bring memories back && stuff then bam cymbalta,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_6619,rt @USER_________: remember people those on cipro keep in the shade or apply your high sun screen ☀☀☀☀ #cfpositivity,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_11173,"@USER________ Um, I suggest a Lozenge, but go for it. Lol.",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_2071,Reason 19273  I'm excited that for my new job tomorrow: not having to pay $117 for my damn nuvaring.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_16166,"@USER___________ ive been taking fluoxetine, it stared helping but now ive just gone back down, ill ask my therapist about them, thnx x",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_13467,rt @USER____: vyvanse makes me think too much ?,1.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_4152,oh wait.... you had to get free suboxone to get off the china??? you rat,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_6062,cannot help but purusha stereotype absorbing sponsoring online lozenge excluding-basso ostinato?,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_11475,asthma doesn't act up but i take symbicort,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_17815,"Trimethoprim-Sulfamethoxazole, Cipro or Macrobid? @USER_________ @USER________ @USER_________  she was full term and otherwise healthy",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_11874,Geodon IV does the trick every time.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_12003,i didn't know everyone did vyvanse/adderall like,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_1936,"Take humira to help you sleep #SideEffects no sleep, heart attack, stroke. like seriously?? WTF",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_6855,ima take this whole bottle of venlafaxine💊,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_1522,"Well Paxil, skittles and cigarettes.",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_10100,I hate Tamiflu,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_17750,@USER__________ @USER__________ oh..kirain antara mars and venus / jupiter :v #MinNA,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_11581,@USER_______ just on quetiapine atm. Was on an antidepressant but came off it in the last 1-2 yrs. Have really struggled to get psychs to,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_13354,"doctor won't prescribe me geodon anymore, only fat drugs. i guess i can't focus on looks anymore",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_5172,Got my sceipts filled. Thank god for mental health #xannies #prozac,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_9473,“@USER___________: - nobody can put up with my bipolar disorder. ” you need olanzapine,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_16443,"“@USER_____: Ferrets can suffer from depression.” Ahh, yes of course. They should make a depression commercial for Paxil with ferrets.",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_7978,just realised have been accidentally self-medicating my hay-fever with loperamide rather than loratadine for last fortnight! grrrrr!,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_12923,"If one was to cold turkey off pregabalin (lyrica) from 200 mg per day to umm nothing, what could one expect? No telling off please.",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_5087,"wish I had it in ecuador RT @USER______: always get Cipro b4 travel but never had to use it, not even in Mexico! @USER_____:  #travelskills",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_5415,@USER__________ tecfidera can lower wbc as well. i get bloodwork quarterly particularly focusing on wbc. have you been tested for jc virus?,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_2861,Just when you think he doesn't get any lower RT @USER_____: hoped that Don Lemon clip was a Lunesta inspired joke but it was indeed real.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_3503,"@USER__________ suboxone is more likely to aid recovery, for many in England this drug is not even offered poor patient choice comp 2 Scot",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_4907,"Watching Dark Knight Rises, great film. But he sounds like he needs a lozenge.",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_1623,"#2 suggestion: ""try medication"". I'm on pregabalin 300mg/day for anxiety and fluoxetine 40mg/day for depression. It helps. Not enough. Next?",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_8420,@USER__________ lol it's not bad! i got here at 7:45 but i should be off by 4. thank goodness for vyvanse. i'm just tired of being inside!,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_15692,"Why is efavirenz lacking for PLWHA in Argentina? National Programme bought much ATRIPLA, which is good, but non fixed combinations needed",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_11220,Mama Dee need some prozac and time alone in a padded room,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_7422,parsley crestor smelly bird dung african house bad diarrhea glenn fredly constipation tropical fish fitness smurf drum beat,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_2082,"why do i get the feeling that if we were dealing w/ the thalidomide crisis today, republicans would block efforts to regulate drug testing?",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_6180,fuckin wired! not sleeping tonight. #vyvanse #whatdoido #yuuuuup,1.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_1641,"Depression hurts, Cymbalta can help. -commercial lady",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_10674,A nice study for aromatase-inhibitor therapy by using whole-genome sequencing in breast cancer (ER+)  HTTPURL________________,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_8533,Yeah Humira wasn't that bad to me beside the self injections...lol I hate needles. Do any of your family members have Crohns? @USER______,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_861,"@USER____ And then I had horrible sleep once I took the trazodone. I just couldn't win, haha.",1.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_7407,@USER________ not a doc but worked in hospitals & cipro is the only thing that works for me.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_6673,i luv when my headaches are worthy of oxycodone :'),0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_3466,"@USER_____ my doctor gave me paxil, which i think is similar but it's made me feel like crap.",1.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_592,@USER_________ where is pradaxa a controlled substance?  what other drugs what that one taking??!!,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_294,going back to bed for a nap. seroquel has turned me into a zombie again today.,1.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_14601,i have a feeling i'm not going to go to bed at all tonight. damn you vyvanse!,1.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_16120,"Rivaroxaban diary day 6, 05.11 Knees better. Fluid retention / swelling in both lower legs gone down.  Ache in lower back and neck.",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_7592,@USER__________ does your book also look at big pharma? vioxx comes to mind but many examples exist? what about overprescription of statins?,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_2342,"effexor dreams, now with lucidity. i grant the power of flight?",1.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_4244,"@USER__________ Do the injections suck? Enbrel takes 5 seconds longer, but I've heard it's like a wasp sting.",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_6097,@USER_______ paxil? more like paxchill. 8),0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_4623,@USER______ I see you talked about Latuda a while back. I just started on it last week. Has your experience with it been positive?,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_2728,"Miralax commercial keeps playing on Chopped.  They actually have a poop graphic.  But the poop is purple, so I guess that makes it OK.",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_16887,If you were JC + Did your neurology team suggest you stop Tysabri or ask you to continue treatment ?,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_11221,@USER________ ugh! what kind do you take? i'm on alvesco,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_12638,just did my first first two humira injections  💉 😖 #ouch #ihateneedles #psoriasissucks #goaway,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_4451,@USER____ that's the hardest part: difficult to willingly self-inflict pain. #humira #rheum,1.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_13701,"""slow down, you sound like the end of a cymbalta commercial..."" ~lucille bluth #arresteddevelopment #purefuckinggold",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_11700,"The Vyvanse life is a lonely life, but it's the only life for me,",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_11736,JC virus test today... Lets keep those fingers crossed I remain negative! #Tysabri #MS,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_8492,"Just took cipro. Hoping my body doesn't die. If you're reading this, I'm fine unless someone is kind enough to send these posthumously.",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_15732,@USER_____ I'll bet those are the meds I'm about to try but I only know the brand names. Tysabri and cimzia.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_4879,i need a cigarette. dx i need nicotine damnit.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_2956,@USER___________ oh no way to that. paxil has been the only med that has worked for me so far,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_6351,Latuda is medication for people struggling with bipolar disorder. Just going to put that out in the universe...,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_12019,garlic decreases serum glucose levels. this has the same effect as drugs like metformin on glucose levels - raw is better than cooked.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_6142,"#InsideHealth is back on @USER_____ tonight at 9pm and tomorrow at 3:30 with a special on the latest techniques for identifying women most likely to develop breast cancer, and we ask why so few of those at highest risk are taking preventative therapy like tamoxifen.",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_14123,thank god i was born with so much hair; i wouldn't been balm by now. #crohnsproblems #teamibd #hairloss #humira #chronic #illness #gratitude,1.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_7141,"@USER_______ its likly you will be given the contraceptive pill,they didnt work for me but may for you.you may get fluoxetine which is",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_4272,"I keep hearing the words ""Chris tucker, money talk mufucka"" over and over in my head it's been happening for like an hour too. Fuck vyvanse",1.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_7708,#SAVOR-TIMI 53: saxagliptin did not reduce macrovascular events in #diabetics with CVD or multiple risk factors - D Bhatt #ESCcongress2013,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_15249,Grindin off caffeine & nicotine. #Linework,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_12721,@USER______ sure it will! i don't wanna ever come off it! nothing worked for me apart from humira so sure it'll do ya good! you not well? x,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_16858,"@USER___________ they must lace bacon with venlafaxine, withdrawal from thus is supposedly as bad as illicit 'hard' drugs. good cheese too!",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_17131,rt @USER______: #wisewords wow seroquel really packs a punch: i was on seroquel 50mgs along with elavil 50mgs. it knocked... HTTPURL________,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_7188,@USER___ quite a few people in the met and ukip will need imodium to settle their upset stomachs in the next few days.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_7651,@USER____ @USER______ @USER___________   i have been on paxil since my parents divorce.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_2913,think i might try driving again in a couple of weeks now i am off o and the lamotrigine dose is going down-feel a lot more alert :),0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_5096,i swear to god i'm this fucking close to taking an entire bottle of trazodone fucking bye,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_13075,@USER_______ well there upping my meds i've been on pentasa for 4-5 years and apparently it's not working so i'm going on humira,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_8779,anyone else have worsening #acne problems since starting #enbrel for autoimmune disease?,1.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_877,I've been prescribed Pristiq by my psychiatrist. You know you're queer when even your anti-depressants sound fabulous.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_16253,"i just have to remember that what i'm feeling is the withdrawal from the venlafaxine. when my meds come, i will get better.",1.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_12924,My kidneys with ciprofloxacin.pic.twitter.com/l9hSAWH4Kb,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_7554,i can finally pronounce metoprolol without sounding like an idiot. #yes #nurseproblems #rn,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
